section_name	web_url	pub_date	snippet
World	https://www.nytimes.com/reuters/2018/07/03/world/africa/03reuters-mali-france-hostage.html	2018-07-03T15:45:46+0000	Sebastian Petronin sat slumped over a laptop watching a video of his mother, in a headscarf and looking frail and tearful, the latest proof the 72-year-old is alive nearly two years after she was kidnapped by jihadists and held in the Malian deser...
World	https://www.nytimes.com/reuters/2018/07/03/world/europe/03reuters-soccer-worldcup-russia-art.html	2018-07-03T15:37:08+0000	The head of a Russian advertising agency tasked with decorating Moscow facades ahead of the soccer World Cup used the opportunity to commission a 12-storey high mural of his wife.
World	https://www.nytimes.com/reuters/2018/07/03/world/europe/03reuters-soccer-worldcup-japan-octopus.html	2018-07-03T15:36:59+0000	An octopus who successfully predicted all of Japan&#8217;s World Cup group stage matches has been killed and turned into sashimi, according to local media reports.
World	https://www.nytimes.com/aponline/2018/07/03/world/europe/ap-eu-ireland-water.html	2018-07-03T15:33:06+0000	Irish authorities have imposed a ban on watering lawns and gardens in the Dublin area as a country famous for its rain-soaked green landscape experiences a rare drought.
World	https://www.nytimes.com/aponline/2018/07/03/world/europe/ap-eu-norway-nobel-concert.html	2018-07-03T15:09:05+0000	The Norwegian organization that oversees the Nobel Peace Prize said Tuesday that a concert typically held after the annual award ceremony won't take place in 2018 so the event can be evaluated.
World	https://www.nytimes.com/aponline/2018/07/03/world/africa/ap-af-south-sudan-president.html	2018-07-03T15:00:12+0000	South Sudan's government has proposed extending President Salva Kiir's term in office for another three years, which the armed opposition calls illegal as the two sides pursue a peace deal to end a five-year civil war.
World	https://www.nytimes.com/aponline/2018/07/03/world/europe/ap-soc-wcup-russian-doping.html	2018-07-03T14:54:03+0000	A global event on Russian soil, and the home team can't stop winning. Sports fans have seen this story before, and it had a bitter ending.
World	https://www.nytimes.com/reuters/2018/07/03/world/europe/03reuters-britain-abuse-nick.html	2018-07-03T14:43:04+0000	A man who alleged he was a victim of an historical child sex ring involving high-profile figures including senior political and military individuals has been charged with perverting the course of justice, prosecutors said on Tuesday.
World	https://www.nytimes.com/reuters/2018/07/03/world/middleeast/03reuters-emirates-iran.html	2018-07-03T14:42:59+0000	The United Arab Emirates Securities and Commodities Authority on Tuesday ordered firms to identify and freeze the accounts and assets of nine Iranian individuals and entities the UAE has placed on its terrorism list, national news agency WAM said.
World	https://www.nytimes.com/aponline/2018/07/03/world/europe/ap-soc-wcup-nigeria-mikels-father.html	2018-07-03T14:35:59+0000	Nigeria captain John Obi Mikel played in a crucial World Cup match against Argentina four hours after being told his father had been kidnapped for ransom back home and would be shot if anyone talked to the police.
World	https://www.nytimes.com/reuters/2018/07/03/world/europe/03reuters-bosnia-indictments.html	2018-07-03T14:33:52+0000	Bosnia's state prosecutor on Tuesday charged two radical Islamists with plotting a terrorist attack on security police.
World	https://www.nytimes.com/aponline/2018/07/03/world/europe/ap-eu-azerbaijan-blackout.html	2018-07-03T14:33:08+0000	A massive blackout hit Azerbaijan and affected most of the country Tuesday, the worst power outage since the 1991 collapse of the Soviet Union.
World	https://www.nytimes.com/reuters/2018/07/03/world/americas/03reuters-venezuela-barter.html	2018-07-03T14:30:58+0000	Under the midday sun, dozens of fishermen wait to sell their day's catch by a lagoon in the town of Rio Chico on the Caribbean coast of Venezuela. But they aren't expecting cash in return.
World	https://www.nytimes.com/reuters/2018/07/03/world/europe/03reuters-usa-trump-britain-defence.html	2018-07-03T14:30:56+0000	The Trump administration has included Britain, Washington's most loyal battlefield ally in the wars in Iraq and Afghanistan, among countries being sent letters rebuking them for spending too little on their militaries.
World	https://www.nytimes.com/reuters/2018/07/03/world/africa/03reuters-mali-election-strike.html	2018-07-03T14:30:50+0000	Election workers in Mali extended a strike on Tuesday, a union representative said, casting further doubt on an election this month meant to chart a way out of six years of political unrest and jihadist violence.
World	https://www.nytimes.com/aponline/2018/07/03/world/middleeast/ap-ml-tunisia-islamic-mayor.html	2018-07-03T14:30:04+0000	A woman from Tunisia's moderate Islamic party was elected on Tuesday as mayor of the capital city, Tunis, the first time a woman holds the post.
World	https://www.nytimes.com/aponline/2018/07/03/world/middleeast/ap-ml-israel-west-bank-demolitions.html	2018-07-03T14:27:06+0000	The U.N.'s main human rights body expressed concern on Tuesday over Israel's expected demolition of a Bedouin hamlet in the West Bank, which critics say is being carried out to make room for more Jewish settlements.
World	https://www.nytimes.com/aponline/2018/07/03/world/middleeast/ap-ml-israel-soldiers-hacked.html	2018-07-03T14:06:00+0000	The Israeli military said Tuesday it had uncovered a plot by Hamas militants to spy on soldiers by befriending them on social media and then luring them into downloading fake dating applications that gave Hamas access to their smartphones.
World	https://www.nytimes.com/aponline/2018/07/03/world/europe/ap-eu-belarus-protest.html	2018-07-03T14:03:04+0000	Authorities in Belarus have thwarted the opposition's attempt to hold a rally and have detained several activists.
World	https://www.nytimes.com/aponline/2018/07/03/world/europe/ap-eu-nato.html	2018-07-03T14:03:03+0000	NATO allies are pushing back against U.S. criticism that they are not spending enough on defense, as President Donald Trump ratchets up pressure ahead of a summit next week.
